Date,Name,Year,Letterboxd URI
2020-11-16,Misery,1990,https://boxd.it/28gY
2020-11-16,The Simpsons Movie,2007,https://boxd.it/6YU
2020-11-16,Batman Returns,1992,https://boxd.it/2awa
2020-11-16,Close Encounters of the Third Kind,1977,https://boxd.it/29u8
2020-11-16,How to Train Your Dragon 2,2014,https://boxd.it/2TRW
2020-11-16,Madagascar,2005,https://boxd.it/29dc
2020-11-16,Predator,1987,https://boxd.it/2b84
2020-11-16,The King,2019,https://boxd.it/ieZs
2020-11-16,The Game,1997,https://boxd.it/26vC
2020-11-16,The Bourne Identity,2002,https://boxd.it/26EO
2020-11-16,Gran Torino,2008,https://boxd.it/1Qzy
2020-11-16,Willy Wonka & the Chocolate Factory,1971,https://boxd.it/2aLu
2020-11-16,Evil Dead II,1987,https://boxd.it/29Ge
2020-11-16,The Lost World: Jurassic Park,1997,https://boxd.it/2azS
2020-11-16,Captain Phillips,2013,https://boxd.it/3GPK
2020-11-16,Transformers,2007,https://boxd.it/280c
2020-11-16,The Maze Runner,2014,https://boxd.it/5YPM
2020-11-16,The Interview,2014,https://boxd.it/6KQ4
2020-11-16,Rain Man,1988,https://boxd.it/2avw
2020-11-16,Rango,2011,https://boxd.it/QPk
2020-11-16,Napoleon Dynamite,2004,https://boxd.it/20wu
2020-11-16,Legally Blonde,2001,https://boxd.it/1ZNa
2020-11-16,Hush,2016,https://boxd.it/d5ys
2020-11-16,The Mummy,1999,https://boxd.it/2a7a
2020-11-16,Pirates of the Caribbean: Dead Men Tell No Tales,2017,https://boxd.it/5a9m
2020-11-16,The Pursuit of Happyness,2006,https://boxd.it/28PE
2020-11-16,Seven Psychopaths,2012,https://boxd.it/34PW
2020-11-16,Space Jam,1996,https://boxd.it/26YO
2020-11-16,Coherence,2013,https://boxd.it/6xza
2020-11-16,X-Men: The Last Stand,2006,https://boxd.it/1a5Q
2020-11-16,Straight Outta Compton,2015,https://boxd.it/8rMc
2020-11-16,From Dusk Till Dawn,1996,https://boxd.it/29HQ
2020-11-16,50/50,2011,https://boxd.it/10Tw
2020-11-16,The Purge,2013,https://boxd.it/4Xg0
2020-11-16,Submarine,2010,https://boxd.it/H4a
2020-11-16,Megamind,2010,https://boxd.it/16Sk
2020-11-16,King Kong,2005,https://boxd.it/2aLa
2020-11-16,Jumanji: The Next Level,2019,https://boxd.it/ixu4
2020-11-16,Matilda,1996,https://boxd.it/1VhY
